# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Nov  4 06:50:47 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
993,K2-247,b,K2-247 b,Transit,2,2.25021000,0.030400,,,,,0.189,,0,0,1,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.20,14.956,V (Johnson),14.358,4667.00,0.74,0.69,2018-07-12,K2
994,K2-247,c,K2-247 c,Transit,2,6.49424000,0.061500,,,,,0.195,,0,0,1,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.20,14.956,V (Johnson),14.358,4667.00,0.74,0.69,2018-07-12,K2
995,K2-248,b,K2-248 b,Transit,1,7.17256000,0.069900,,,,,0.229,,0,0,1,0,12h11m16.14s,182.817245,-09d24m50.4s,-9.414005,410.50,13.402,V (Johnson),13.262,5528.00,0.88,0.92,2018-07-12,K2
996,K2-249,b,K2-249 b,Transit,1,12.40900000,0.115100,,,,,0.249,,0,0,1,0,12h13m28.00s,183.366669,-08d59m42.4s,-8.995114,528.30,11.827,V (Johnson),12.450,6504.00,1.32,1.57,2018-07-12,K2
997,K2-25,b,K2-25 b,Transit,1,3.48455200,,0.270000,88.300,,,0.306,,0,0,1,0,04h13m05.62s,63.273434,+15d14m51.9s,15.247763,45.01,15.881,V (Johnson),14.382,3180.00,0.29,0.29,2017-09-28,K2
998,K2-250,b,K2-250 b,Transit,1,4.01457000,0.045900,,,,,0.218,,0,0,1,0,12h20m07.62s,185.031769,-08d58m32.8s,-8.975785,417.60,14.267,V (Johnson),13.973,5172.00,0.80,0.81,2018-07-12,K2
999,K2-251,b,K2-251 b,Transit,1,9.30075000,0.069400,,,,,0.210,,0,0,1,0,12h42m45.41s,190.689224,-08d32m09.3s,-8.535920,147.70,15.621,V (Johnson),14.770,3717.00,0.52,0.49,2018-07-12,K2
1000,K2-252,b,K2-252 b,Transit,1,13.81513000,0.104100,,,,,0.155,,0,0,1,0,12h09m27.93s,182.366364,-08d18m34.3s,-8.309520,229.90,12.847,V (Johnson),12.620,5152.00,0.79,0.82,2018-07-12,K2
1001,K2-253,b,K2-253 b,Transit,1,4.00167000,0.050600,,,,,1.130,,0,0,1,0,12h24m20.50s,186.085403,-06d22m44.0s,-6.378884,901.80,14.868,V (Johnson),14.704,6027.00,1.08,1.10,2018-07-12,K2
1002,K2-254,b,K2-254 b,Transit,2,4.09639000,0.044800,,,,,0.145,,0,0,1,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.40,14.183,V (Johnson),13.743,4629.00,0.71,0.67,2018-07-12,K2
1003,K2-254,c,K2-254 c,Transit,2,12.11839000,0.092300,,,,,0.195,,0,0,1,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.40,14.183,V (Johnson),13.743,4629.00,0.71,0.67,2018-07-12,K2
1004,K2-255,b,K2-255 b,Transit,1,1.96417000,0.027400,,,,,0.259,,0,0,1,0,12h39m39.12s,189.912994,-03d22m14.0s,-3.370542,192.40,13.756,V (Johnson),13.309,4676.00,0.71,0.69,2018-07-12,K2
1005,K2-256,b,K2-256 b,Transit,1,5.52011000,0.057800,,,,,0.235,,0,0,1,0,12h24m54.52s,186.227158,-02d03m57.4s,-2.065931,580.50,14.939,V (Johnson),14.699,5219.00,0.84,0.78,2018-07-12,K2
1006,K2-257,b,K2-257 b,Transit,1,1.60588000,0.021600,,,,,0.074,,0,0,1,0,12h33m06.84s,188.278488,-01d57m11.4s,-1.953159,64.10,13.716,V (Johnson),12.860,3725.00,0.52,0.50,2018-07-12,K2
1007,K2-258,b,K2-258 b,Transit,1,19.09210000,0.149000,,,,,0.268,,0,0,1,0,12h30m31.52s,187.631332,-01d09m39.3s,-1.160920,675.20,13.298,V (Johnson),13.139,6351.00,1.21,1.31,2018-07-12,K2
1008,K2-259,b,K2-259 b,Transit,1,15.48043000,0.127100,,,,,0.207,,0,0,1,0,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,422.10,12.536,V (Johnson),12.375,6059.00,1.14,1.13,2018-07-12,K2
1009,K2-26,b,K2-26 b,Transit,1,14.56650000,0.096200,,88.400,,,0.238,,0,0,1,0,06h16m49.58s,94.206581,+24d35m47.1s,24.596411,99.33,14.530,V (Johnson),13.752,3785.00,0.56,0.52,2016-01-21,K2
1010,K2-260,b,K2-260 b,Transit,1,2.62666570,0.040400,0.000000,88.670,1.42000,Mass,1.552,0.50000,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,12.689,V (Johnson),12.467,6367.00,1.39,1.69,2018-08-16,K2
1011,K2-261,b,K2-261 b,Transit,1,11.63344000,0.102000,0.390000,88.400,0.22300,Mass,0.850,0.48300,0,0,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,214.58,10.612,V (Johnson),10.459,5537.00,1.10,1.65,2018-08-16,K2
1012,K2-263,b,K2-263 b,Transit,1,50.81894700,0.257300,0.140000,89.240,0.04657,Mass,0.215,5.70000,0,0,1,0,08h38m43.77s,129.682388,+15d40m50.3s,15.680626,163.23,11.606,V (Johnson),,5368.00,0.88,0.85,2018-09-27,K2
1013,K2-264,b,K2-264 b,Transit,2,5.83977000,,0.500000,88.900,,,0.203,,0,0,1,0,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,186.57,15.318,Kepler-band,,3580.00,0.47,0.47,2018-09-27,K2
1014,K2-264,c,K2-264 c,Transit,2,19.66365000,,0.450000,89.600,,,0.247,,0,0,1,0,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,186.57,15.318,Kepler-band,,3580.00,0.47,0.47,2018-09-27,K2
1015,K2-265,b,K2-265 b,Transit,1,2.36917200,0.033760,0.084000,87.700,0.02058,Mass,0.153,7.10000,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,11.102,V (Johnson),10.928,5477.00,0.92,0.98,2018-10-04,K2
1016,K2-266,b,K2-266 b,Transit,4,0.65852400,0.013060,,75.320,0.03555,Mass,0.294,1.77000,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285.00,0.69,0.70,2018-10-26,K2
1017,K2-266,c,K2-266 c,Transit,4,7.81400000,0.067900,0.042000,88.280,0.00091,Mass,0.063,4.51000,0,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285.00,0.69,0.70,2018-10-26,K2
1018,K2-266,d,K2-266 d,Transit,4,14.69700000,0.103500,0.047000,89.460,0.02958,Mass,0.261,2.03000,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285.00,0.69,0.70,2018-10-26,K2
1019,K2-266,e,K2-266 e,Transit,4,19.48200000,0.124900,0.043000,89.450,0.02611,Mass,0.244,2.21000,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285.00,0.69,0.70,2018-10-26,K2
1020,K2-268,b,K2-268 b,Transit,2,2.15189400,0.030800,,,,,0.126,,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,13.853,V (Johnson),13.563,5068.00,0.84,0.78,2018-10-26,K2
1021,K2-268,c,K2-268 c,Transit,2,9.32684100,0.081900,,,,,0.240,,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,13.853,V (Johnson),13.563,5068.00,0.84,0.78,2018-10-26,K2
1022,K2-269,b,K2-269 b,Transit,1,4.14496500,0.053100,,,,,0.140,,0,0,1,0,08h40m37.24s,130.155167,+13d00m52.8s,13.014676,362.07,11.784,V (Johnson),11.377,6209.00,1.16,1.45,2018-10-26,K2
1023,K2-27,b,K2-27 b,Transit,1,6.77131500,0.067020,0.251000,,0.09722,Mass,0.400,1.87000,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,12.640,V (Johnson),12.453,5248.00,0.87,0.89,2017-02-09,K2
1024,K2-270,b,K2-270 b,Transit,2,1.54306900,0.024700,,,,,0.123,,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,13.782,V (Johnson),13.470,4877.00,0.85,0.77,2018-10-26,K2
1025,K2-270,c,K2-270 c,Transit,2,4.40002800,0.049700,,,,,0.263,,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,13.782,V (Johnson),13.470,4877.00,0.85,0.77,2018-10-26,K2
1026,K2-271,b,K2-271 b,Transit,1,8.56242100,0.077000,,,,,0.649,,0,0,1,0,08h20m53.73s,125.223885,+16d05m27.4s,16.090946,571.47,13.827,V (Johnson),13.658,5644.00,0.83,0.99,2018-10-26,K2
1027,K2-272,b,K2-272 b,Transit,1,14.45353300,0.108100,,,,,0.260,,0,0,1,0,08h50m29.07s,132.621124,+17d32m32.8s,17.542444,426.57,13.841,V (Johnson),13.667,5419.00,0.81,0.81,2018-10-26,K2
1028,K2-273,b,K2-273 b,Transit,1,11.71633200,0.097400,,,,,0.394,,0,0,1,0,08h39m06.49s,129.777054,+19d00m36.1s,19.010023,310.60,13.371,V (Johnson),13.146,5200.00,0.90,0.84,2018-10-26,K2
1029,K2-274,b,K2-274 b,Transit,1,14.12971400,0.106400,,,,,0.196,,0,0,1,0,08h37m07.79s,129.282440,+20d23m57.7s,20.399372,232.82,13.086,V (Johnson),12.885,5065.00,0.81,0.74,2018-10-26,K2
1030,K2-275,b,K2-275 b,Transit,2,3.28096100,0.040000,,,,,0.200,,0,0,1,0,08h48m40.77s,132.169891,+20d27m18.3s,20.455076,124.09,12.063,V (Johnson),11.814,4812.00,0.79,0.73,2018-10-26,K2
1031,K2-275,c,K2-275 c,Transit,2,8.43875600,0.075000,,,,,0.209,,0,0,1,0,08h48m40.77s,132.169891,+20d27m18.3s,20.455076,124.09,12.063,V (Johnson),11.814,4812.00,0.79,0.73,2018-10-26,K2
1032,K2-276,b,K2-276 b,Transit,1,18.71826900,0.129100,,,,,0.336,,0,0,1,0,08h23m48.66s,125.952751,+22d38m02.5s,22.634024,489.88,14.627,V (Johnson),14.379,5139.00,0.82,0.85,2018-10-26,K2
1033,K2-277,b,K2-277 b,Transit,1,6.32676300,0.067500,,,,,0.185,,0,0,1,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,113.53,10.364,V (Johnson),10.121,5741.00,1.02,0.97,2018-10-26,K2
1034,K2-278,b,K2-278 b,Transit,1,3.33496600,0.048800,,,,,0.266,,0,0,1,0,13h33m12.43s,203.301773,-14d30m14.6s,-14.504056,804.13,13.412,V (Johnson),13.254,6747.00,1.40,1.61,2018-10-26,K2
1035,K2-279,b,K2-279 b,Transit,1,7.12260500,0.067000,,,,,0.108,,0,0,1,0,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,183.80,11.491,V (Johnson),11.591,5558.00,0.79,0.86,2018-10-26,K2
1036,K2-28,b,K2-28 b,Transit,1,2.26045500,0.021400,0.000000,88.900,,,0.207,,0,0,1,0,22h22m29.85s,335.624390,-07d57m19.3s,-7.955366,63.11,16.061,V (Johnson),14.680,3214.00,0.26,0.29,2016-02-25,K2
1037,K2-280,b,K2-280 b,Transit,1,19.89520200,0.148800,,,,,0.684,,0,0,1,0,19h26m22.88s,291.595337,-22d14m51.6s,-22.247662,396.90,12.536,V (Johnson),12.360,5742.00,1.11,1.28,2018-10-26,K2
1038,K2-281,b,K2-281 b,Transit,1,8.68772100,0.077300,,,,,0.730,,0,0,1,0,01h04m54.56s,16.227350,+07d16m09.2s,7.269234,466.11,15.117,V (Johnson),14.768,4812.00,0.82,0.76,2018-10-26,K2
1039,K2-282,b,K2-282 b,Transit,1,4.16983600,0.049900,,,,,0.252,,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,14.042,V (Johnson),13.818,5523.00,0.95,0.94,2018-10-26,K2
1040,K2-283,b,K2-283 b,Transit,1,1.92103600,0.029100,,,,,0.314,,0,0,1,0,00h52m46.66s,13.194414,+09d41m34.5s,9.692924,408.24,14.445,V (Johnson),14.132,5060.00,0.89,0.82,2018-10-26,K2
1041,K2-29,b,K2-29 b,Transit,1,3.25883210,0.042170,0.066000,86.656,0.73000,Mass,1.190,0.53000,0,0,1,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,179.39,12.526,V (Johnson),12.201,5358.00,0.94,0.86,2016-03-24,K2
1042,K2-3,b,K2-3 b,Transit,3,10.05449000,0.076900,,88.800,,,0.194,,0,0,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,12.170,V (Johnson),11.478,3896.00,0.60,0.56,2016-07-07,K2
1043,K2-3,c,K2-3 c,Transit,3,24.64354000,0.139900,,89.120,,,0.165,,0,0,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,12.170,V (Johnson),11.478,3896.00,0.60,0.56,2016-07-07,K2
1044,K2-3,d,K2-3 d,Transit,3,44.55983000,0.207600,,89.380,,,0.135,,0,0,1,3,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,12.170,V (Johnson),11.478,3896.00,0.60,0.56,2016-07-07,K2
1045,K2-30,b,K2-30 b,Transit,1,4.09850300,0.048390,0.000000,86.920,0.57900,Mass,1.039,0.64000,0,0,1,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,336.26,13.530,V (Johnson),13.206,5425.00,0.90,0.84,2016-04-14,K2
1046,K2-31,b,K2-31 b,Transit,1,1.25785000,0.022000,0.000000,79.900,1.77400,Mass,1.060,,0,0,1,1,16h21m45.78s,245.440750,-23d32m52.3s,-23.547865,110.87,10.775,V (Johnson),10.537,5280.00,0.91,0.78,2016-12-01,K2
1047,K2-32,b,K2-32 b,Transit,3,8.99213000,0.080360,0.000000,,0.05191,Mass,0.458,0.67000,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,12.310,V (Johnson),12.004,5275.00,0.86,0.84,2017-02-09,K2
1048,K2-32,c,K2-32 c,Transit,3,20.66020000,0.139900,0.000000,,0.03807,Mass,0.269,2.70000,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,12.310,V (Johnson),12.004,5275.00,0.86,0.84,2017-02-09,K2
1049,K2-32,d,K2-32 d,Transit,3,31.71540000,0.186200,0.000000,,0.03241,Mass,0.306,1.38000,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,12.310,V (Johnson),12.004,5275.00,0.86,0.84,2017-02-09,K2
1050,K2-33,b,K2-33 b,Transit,1,5.42486500,,0.000000,89.100,3.70000,Mass,0.450,,0,0,1,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,139.80,15.714,V (Johnson),14.157,3540.00,0.56,1.05,2016-06-23,K2
1051,K2-34,b,K2-34 b,Transit,1,2.99563300,0.042600,,,,,1.245,,0,0,1,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,352.34,11.548,V (Johnson),11.436,6071.00,1.15,1.44,2018-10-26,K2
1052,K2-35,b,K2-35 b,Transit,2,5.60835200,0.055000,0.120000,88.580,,,0.172,,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,14.350,V (Johnson),13.915,4402.71,0.70,0.62,2017-10-26,K2
1053,K2-35,c,K2-35 c,Transit,2,2.39996400,0.031000,0.130000,88.980,,,0.118,,0,0,1,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,14.350,V (Johnson),13.915,4402.71,0.70,0.62,2017-10-26,K2
1054,K2-36,b,K2-36 b,Transit,2,1.42266000,0.023000,,87.750,,,0.118,,0,0,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,11.800,V (Johnson),11.527,4924.00,0.80,0.74,2016-07-07,K2
1055,K2-36,c,K2-36 c,Transit,2,5.34059000,0.055500,,88.330,,,0.250,,0,0,1,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,11.800,V (Johnson),11.527,4924.00,0.80,0.74,2016-07-07,K2
1056,K2-37,b,K2-37 b,Transit,3,4.44117000,0.051100,,87.280,,,0.144,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,12.520,V (Johnson),12.257,5413.00,0.90,0.85,2016-07-07,K2
1057,K2-37,c,K2-37 c,Transit,3,6.42904000,0.065400,,87.370,,,0.245,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,12.520,V (Johnson),12.257,5413.00,0.90,0.85,2016-07-07,K2
1058,K2-37,d,K2-37 d,Transit,3,14.09189000,0.110300,,88.340,,,0.244,,0,0,1,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,12.520,V (Johnson),12.257,5413.00,0.90,0.85,2016-07-07,K2
1059,K2-38,b,K2-38 b,Transit,2,4.01593000,,,87.280,0.06000,Mass,0.170,,0,0,1,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,11.390,V (Johnson),11.184,5757.00,2.24,1.38,2018-04-26,K2
1060,K2-38,c,K2-38 c,Transit,2,10.56103000,0.096400,,88.610,0.03115,Mass,0.216,3.60000,0,0,1,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,11.390,V (Johnson),11.184,5757.00,2.24,1.38,2016-07-07,K2
1061,K2-39,b,K2-39 b,Transit,1,4.60543000,,0.000000,80.390,0.09000,Mass,0.560,,0,0,1,0,22h33m28.41s,338.368378,-09d01m22.0s,-9.022769,310.14,10.830,V (Johnson),10.596,4881.00,0.66,2.97,2018-04-26,K2
1062,K2-4,b,K2-4 b,Transit,1,10.00341700,0.078000,0.080000,89.540,,,0.187,,0,0,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,14.907,V (Johnson),14.340,4014.73,0.64,0.57,2017-10-26,K2
1063,K2-42,b,K2-42 b,Transit,1,6.68796000,0.061700,,,,,0.192,,0,0,1,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,15.023,V (Johnson),14.634,4613.00,0.70,0.64,2016-07-18,K2
1064,K2-43,b,K2-43 b,Transit,1,3.47134100,0.038000,0.070000,88.900,,,0.424,,0,0,1,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.975440,183.48,15.596,V (Johnson),14.821,3889.72,0.60,0.59,2017-10-26,K2
1065,K2-44,b,K2-44 b,Transit,1,5.65688000,0.065100,,,,,0.243,,0,0,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,12.189,V (Johnson),12.024,5912.00,1.15,1.58,2016-07-18,K2
1066,K2-45,b,K2-45 b,Transit,1,1.72926840,0.022400,,,,,0.599,,0,0,1,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.774130,502.34,15.780,V (Johnson),15.344,4103.00,0.50,0.45,2016-07-18,K2
1067,K2-46,b,K2-46 b,Transit,1,19.15410000,0.138210,,,,,0.183,,0,0,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,454.93,12.029,V (Johnson),11.915,6256.00,0.96,1.29,2016-07-18,K2
1068,K2-47,b,K2-47 b,Transit,1,31.63720000,0.177900,,,,,0.169,,0,0,1,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,14.085,V (Johnson),13.740,5054.00,0.75,0.76,2016-07-18,K2
1069,K2-48,b,K2-48 b,Transit,1,20.50650000,0.134400,,,,,0.200,,0,0,1,0,11h44m29.65s,176.123550,+03d16m20.7s,3.272425,316.61,14.277,V (Johnson),13.968,4899.00,0.77,0.73,2016-07-18,K2
1070,K2-49,b,K2-49 b,Transit,1,2.77065000,0.030900,,,,,0.172,,0,0,1,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,15.668,V (Johnson),15.244,4175.00,0.51,0.45,2016-07-18,K2
1071,K2-5,b,K2-5 b,Transit,2,5.73594000,0.053200,,87.350,,,0.170,,0,0,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,14.910,V (Johnson),14.339,3930.00,0.61,0.57,2016-07-07,K2
1072,K2-5,c,K2-5 c,Transit,2,10.93241000,0.081800,,86.950,,,0.202,,0,0,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,14.910,V (Johnson),14.339,3930.00,0.61,0.57,2016-07-07,K2
1073,K2-50,b,K2-50 b,Transit,1,8.75290000,0.070500,,,,,0.142,,0,0,1,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,14.717,V (Johnson),14.258,4326.00,0.61,0.55,2016-07-18,K2
1074,K2-52,b,K2-52 b,Transit,1,3.53482000,0.048500,,,,,0.990,,0,0,1,0,16h26m26.74s,246.611420,-24d58m11.8s,-24.969948,1064.53,15.037,Kepler-band,15.255,6113.00,1.21,1.49,2016-07-18,K2
1075,K2-53,b,K2-53 b,Transit,1,12.20540000,0.097500,,,,,0.223,,0,0,1,0,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,138.56,11.888,Kepler-band,12.148,5269.00,0.83,0.85,2016-07-18,K2
1076,K2-54,b,K2-54 b,Transit,1,9.78430000,0.067100,,,,,0.103,,0,0,1,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,14.042,V (Johnson),13.945,3798.00,0.42,0.38,2016-07-18,K2
1077,K2-55,b,K2-55 b,Transit,1,2.84925800,0.034860,,,,,0.341,,0,0,1,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,160.26,13.546,V (Johnson),13.062,4456.00,0.70,0.63,2016-07-18,K2
1078,K2-57,b,K2-57 b,Transit,1,9.00630000,0.074600,,,,,0.187,,0,0,1,0,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,266.23,14.501,V (Johnson),14.104,4434.00,0.68,0.62,2016-07-18,K2
1079,K2-58,b,K2-58 b,Transit,3,7.05254000,0.069200,,,,,0.239,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,12.378,V (Johnson),12.132,5413.00,0.89,0.86,2016-07-18,K2
1080,K2-58,c,K2-58 c,Transit,3,2.53726000,0.035000,,,,,0.145,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,12.378,V (Johnson),12.132,5413.00,0.89,0.86,2016-07-18,K2
1081,K2-58,d,K2-58 d,Transit,3,22.88270000,0.151700,,,,,0.153,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,12.378,V (Johnson),12.132,5413.00,0.89,0.86,2016-07-18,K2
1082,K2-59,b,K2-59 b,Transit,2,20.69210000,0.135400,,,,,0.215,,0,0,1,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,14.226,V (Johnson),13.939,5055.00,0.77,0.73,2016-07-18,K2
1083,K2-59,c,K2-59 c,Transit,2,11.29540000,0.090500,,,,,0.205,,0,0,1,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,14.226,V (Johnson),13.939,5055.00,0.77,0.73,2016-07-18,K2
1084,K2-6,b,K2-6 b,Transit,1,30.94191000,0.189800,,,,,0.223,,0,0,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,12.654,V (Johnson),12.502,5850.00,0.97,0.96,2015-07-16,K2
1085,K2-60,b,K2-60 b,Transit,1,3.00265000,0.045000,0.000000,88.490,0.42600,Mass,0.683,1.70000,0,0,1,1,22h34m25.48s,338.606171,-13d43m54.1s,-13.731702,498.70,12.789,V (Johnson),12.611,5500.00,0.97,1.12,2017-02-02,K2
1086,K2-61,b,K2-61 b,Transit,1,2.57302000,0.039200,,,,,0.221,,0,0,1,0,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,410.35,12.991,V (Johnson),12.858,6293.00,1.21,1.36,2016-07-18,K2
1087,K2-62,b,K2-62 b,Transit,2,6.67202000,0.063600,,,,,0.191,,0,0,1,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,12.397,V (Johnson),12.043,4880.00,0.77,0.73,2016-07-18,K2
1088,K2-62,c,K2-62 c,Transit,2,16.19660000,0.114800,,,,,0.191,,0,0,1,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,12.397,V (Johnson),12.043,4880.00,0.77,0.73,2016-07-18,K2
1089,K2-63,b,K2-63 b,Transit,1,20.25700000,0.162700,,,,,0.287,,0,0,1,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,12.876,V (Johnson),12.727,6771.00,1.40,1.63,2016-07-18,K2
1090,K2-64,b,K2-64 b,Transit,1,6.53044000,0.061900,,,,,0.185,,0,0,1,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,14.086,V (Johnson),13.915,5312.00,0.74,0.73,2016-07-18,K2
1091,K2-65,b,K2-65 b,Transit,1,12.64750000,0.101400,,,,,0.141,,0,0,1,0,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,78.06,10.801,V (Johnson),,5213.00,0.87,0.84,2016-07-18,K2
1092,K2-66,b,K2-66 b,Transit,1,5.06963000,0.059830,,86.600,0.06702,Mass,0.222,7.80000,0,0,1,1,22h06m06.41s,331.526703,-10d42m41.6s,-10.711549,520.43,11.710,V (Johnson),11.996,5887.00,1.11,1.67,2017-12-14,K2
1093,K2-68,b,K2-68 b,Transit,1,8.05428000,0.070800,,,,,0.141,,0,0,1,0,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,169.47,12.977,V (Johnson),12.657,4746.00,0.73,0.68,2016-07-18,K2
1094,K2-69,b,K2-69 b,Transit,1,7.06599000,0.059100,,,,,0.207,,0,0,1,0,22h23m02.29s,335.759552,-10d29m18.9s,-10.488580,181.63,14.807,Kepler-band,15.057,4127.00,0.55,0.49,2016-07-18,K2
